
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     18:23:57  JUL 08, 2019 CP=      5.582

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     276   -0.0012439225  -0.0663352027  -0.1022628529   0.1010189303   0.0685665761
     277    0.0026745098  -0.0712264874  -0.1143018598   0.1169763696   0.0791257692
     278    0.0075983903  -0.0688041494  -0.1230430991   0.1306414894   0.0884075540
     279    0.0120758853  -0.0691159562  -0.1270066624   0.1390825477   0.0944679315
     280    0.0125087411  -0.0695957767  -0.1304530152   0.1429617563   0.0961982848
     281    0.0089836242  -0.0697475136  -0.1290548139   0.1380384381   0.0929947958
     282    0.0021157976  -0.0670095080  -0.1227304868   0.1248462844   0.0835161247
     283   -0.0006988959  -0.0643832156  -0.1191563938   0.1184574979   0.0792033407
     284   -0.0002987002  -0.0685889734  -0.1131226385   0.1128239383   0.0760390011
     285    0.0001071993  -0.0690941624  -0.1075107464   0.1076179457   0.0729123428
     286    0.0054684853  -0.0664937061  -0.1018612040   0.1073296893   0.0736101417
     287    0.0027586907  -0.0494084425  -0.0977569664   0.1005156572   0.0673947985
     288    0.0007955521  -0.0440644099  -0.0989793967   0.0997749488   0.0686957511
     289    0.0163243606  -0.0720939449  -0.0929931047   0.1093174653   0.0774364838
     290    0.0054495308  -0.0527598175  -0.0635663126   0.0690158434   0.0537794514
     291   -0.0034754453  -0.0371394940  -0.0677692778   0.0642938326   0.0456643393
     292   -0.0062252908  -0.0378061006  -0.0684096556   0.0621843648   0.0447329521
     293   -0.0049513472  -0.0497826615  -0.0735590630   0.0686077158   0.0497706579
     294   -0.0001228231  -0.0631824448  -0.0823970667   0.0822742436   0.0606048693
     295   -0.0011598758  -0.0528034873  -0.1009813764   0.0998215007   0.0723905318
     296    0.0020571672  -0.0588885732  -0.0990101968   0.1010673639   0.0725132268
     297    0.0041496978  -0.0560092059  -0.1028282122   0.1069779100   0.0763225288
     298    0.0016814174  -0.0554502986  -0.0989167948   0.1005982122   0.0720140541
     299   -0.0009925623  -0.0498952568  -0.0955524272   0.0945598649   0.0674372373
     300   -0.0009576883  -0.0502178947  -0.0881982419   0.0872405535   0.0621826972
     301   -0.0007108700  -0.0546533427  -0.0820958786   0.0813850087   0.0586559173
     302   -0.0008025925  -0.0573041293  -0.0736283501   0.0728257576   0.0539095910
