Nodal Strains (computed using Matlab)
     NODE    EPELX          EPELY          EPELZ          EPELXY         EPELYZ         EPELXZ
     238   -0.0820879627   0.0028061554  -0.1010334900  -0.0146528481   0.0901466566  -0.0130679668
     239   -0.0851141668   0.0018938950  -0.0966356477  -0.0016338134  -0.0709884586  -0.0106408934
     240   -0.0819355546  -0.0069837192  -0.0549583576   0.0171092892  -0.0321231413  -0.0037964244
     241   -0.0797997342  -0.0113412792  -0.0247897216   0.0298758409  -0.0126368447   0.0067564827
     242   -0.0778674619  -0.0049150373  -0.0042032513   0.0307412374  -0.0195902542   0.0178674862
     243   -0.0757684216   0.0049893803   0.0272342047   0.0255366666  -0.0262262245   0.0282289486
     244   -0.0742021142   0.0187074128   0.0505463149   0.0107601591  -0.0237416967   0.0436371883
     245   -0.0741981693   0.0215793696   0.0627183442  -0.0076453244  -0.0065832303   0.0523320190
     246   -0.0766402475   0.0101698871   0.0637031073  -0.0135326549   0.0046510953   0.0554331381
     247   -0.0821054568   0.0049622828   0.0495626299  -0.0142423307   0.0102090152   0.0561054559
     248   -0.0892587504   0.0004777591   0.0296191240  -0.0159560328   0.0160443177   0.0512907746
     249   -0.0946414971  -0.0043616438   0.0150646001  -0.0176216228   0.0127418680   0.0459063975
     250   -0.0981542635  -0.0045558084   0.0046792153  -0.0221375962   0.0127756005   0.0393660642
     251   -0.0990577451   0.0002794188  -0.0085222239  -0.0287457992   0.0166433653   0.0300081060
     252   -0.0964958470   0.0032218287  -0.0245206883  -0.0321221776   0.0123000486   0.0164472904
     253   -0.0937723489   0.0020668680  -0.0337019848  -0.0321989214   0.0036578057   0.0055566001
     254   -0.0923165317   0.0005365056  -0.0568825186  -0.0239063173   0.0296439723  -0.0047918163
     255   -0.0917757075   0.0012727892  -0.0936348680  -0.0082060570   0.0740280654  -0.0149321525
     256   -0.0934571637   0.0021475526  -0.0826698780  -0.0007560853  -0.0581236331  -0.0078984464
     257   -0.0933538400  -0.0059476850  -0.0479907221   0.0153274069  -0.0240190256  -0.0020136104
     258   -0.0962807922  -0.0091004142  -0.0290248269   0.0257798648  -0.0000339994   0.0018478018
     259   -0.1012071070  -0.0051701423  -0.0268237965   0.0286966800  -0.0049772360   0.0108090121
     260   -0.1059030564   0.0023849661  -0.0143989979   0.0233960931  -0.0118652226   0.0226815487
     261   -0.1097620438   0.0108567433  -0.0003142367   0.0105912503  -0.0117707425   0.0317876978
     262   -0.1123408519   0.0147630597   0.0078261231  -0.0054111263  -0.0019462384   0.0397468084
     263   -0.1144009730   0.0097556418   0.0069801343  -0.0130225172   0.0045277047   0.0398115829
     264   -0.1166683813   0.0062103442  -0.0027741341  -0.0164923188   0.0070437966   0.0341828132
