
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     19:04:02  APR 14, 2019 CP=      1.147

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     305    0.0010713056   0.0000994135  -0.0005736328   0.0016449384   0.0015867089
     306    0.0012451677   0.0003513934  -0.0006518495   0.0018970172   0.0016987178
     307    0.0014592856   0.0004157659  -0.0006510385   0.0021103241   0.0021571346
     308    0.0013111189   0.0004410316  -0.0004334516   0.0017445705   0.0014983882
     309    0.0014919195   0.0005850474  -0.0005640365   0.0020559560   0.0015598273
     310    0.0015889881   0.0002439094  -0.0003642116   0.0019531997   0.0024327004
     311    0.0010181451   0.0003177268  -0.0006515047   0.0016696498   0.0018984384
     312    0.0005924453  -0.0000374733  -0.0004305693   0.0010230146   0.0008767595
     313    0.0010578829   0.0001678914  -0.0003633237   0.0014212066   0.0014256521
     314    0.0013528057  -0.0001092981  -0.0006645865   0.0020173922   0.0020792279
     315    0.0007648542   0.0001346879  -0.0009370730   0.0017019272   0.0017540392
     316    0.0008669789  -0.0002115381  -0.0009700016   0.0018369805   0.0015351860
